"LOCATION","Country","INDICATOR","Indicator","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"AUT","Austria","TLYCG070GS13S","General government expenditure by function, health, percentage of GDP","2002","2002",,,"0","Units",,,7.30442319459676,,
"AUT","Austria","TLYCG070GS13S","General government expenditure by function, health, percentage of GDP","2003","2003",,,"0","Units",,,7.40828420435115,,
"AUT","Austria","TLYCG070GS13S","General government expenditure by function, health, percentage of GDP","2004","2004",,,"0","Units",,,7.51279584181871,,
"AUT","Austria","TLYCG070GS13S","General government expenditure by function, health, percentage of GDP","2005","2005",,,"0","Units",,,7.43433544020442,,
"AUT","Austria","TLYCG070GS13S","General government expenditure by function, health, percentage of GDP","2006","2006",,,"0","Units",,,7.32836751835017,,
"AUT","Austria","TLYCG070GS13S","General government expenditure by function, health, percentage of GDP","2007","2007",,,"0","Units",,,7.36070477579652,,
"AUT","Austria","TLYCG070GS13S","General government expenditure by function, health, percentage of GDP","2008","2008",,,"0","Units",,,7.51263157296329,,
"AUT","Austria","TLYCG070GS13S","General government expenditure by function, health, percentage of GDP","2009","2009",,,"0","Units",,,7.84056548023458,,
"AUT","Austria","TLYCG070GS13S","General government expenditure by function, health, percentage of GDP","2010","2010",,,"0","Units",,,7.86599334145869,,
"AUT","Austria","TLYCG070GS13S","General government expenditure by function, health, percentage of GDP","2011","2011",,,"0","Units",,,7.65148567694453,,
"AUT","Austria","TLYCG070GS13S","General government expenditure by function, health, percentage of GDP","2012","2012",,,"0","Units",,,7.68489451724672,,
"AUT","Austria","TLYCG070GS13S","General government expenditure by function, health, percentage of GDP","2013","2013",,,"0","Units",,,7.77833177220106,,
"AUT","Austria","TLYCG070GS13S","General government expenditure by function, health, percentage of GDP","2014","2014",,,"0","Units",,,7.91880570585749,,
"AUT","Austria","TLYCG070GS13S","General government expenditure by function, health, percentage of GDP","2015","2015",,,"0","Units",,,8.20141840733196,,
"AUT","Austria","TLYCG070GS13S","General government expenditure by function, health, percentage of GDP","2016","2016",,,"0","Units",,,8.17201351368167,,
"AUT","Austria","TLYCG070GS13S","General government expenditure by function, health, percentage of GDP","2017","2017",,,"0","Units",,,8.18686021922079,,
"AUT","Austria","TLYCG070GS13S","General government expenditure by function, health, percentage of GDP","2018","2018",,,"0","Units",,,8.24612161175957,,
"AUT","Austria","TLYCG070GS13S","General government expenditure by function, health, percentage of GDP","2019","2019",,,"0","Units",,,8.31111066573736,,
"AUT","Austria","TLYCG070GS13S","General government expenditure by function, health, percentage of GDP","2020","2020",,,"0","Units",,,9.15332589689213,,
"AUT","Austria","TLYCG080GS13S","General government expenditure by function, recreation, culture and religion, percentage of GDP","2000","2000",,,"0","Units",,,1.40044440599368,,
"AUT","Austria","TLYCG080GS13S","General government expenditure by function, recreation, culture and religion, percentage of GDP","2001","2001",,,"0","Units",,,1.39145171152415,,
"AUT","Austria","TLYCG080GS13S","General government expenditure by function, recreation, culture and religion, percentage of GDP","2002","2002",,,"0","Units",,,1.38219814283815,,
"AUT","Austria","TLYCG080GS13S","General government expenditure by function, recreation, culture and religion, percentage of GDP","2003","2003",,,"0","Units",,,1.35755050645111,,
"AUT","Austria","TLYCG080GS13S","General government expenditure by function, recreation, culture and religion, percentage of GDP","2004","2004",,,"0","Units",,,1.37178620552093,,
"AUT","Austria","TLYCG080GS13S","General government expenditure by function, recreation, culture and religion, percentage of GDP","2005","2005",,,"0","Units",,,1.33102808253137,,
"AUT","Austria","TLYCG080GS13S","General government expenditure by function, recreation, culture and religion, percentage of GDP","2006","2006",,,"0","Units",,,1.33752911655377,,
"AUT","Austria","TLYCG080GS13S","General government expenditure by function, recreation, culture and religion, percentage of GDP","2007","2007",,,"0","Units",,,1.41882484757532,,
"AUT","Austria","TLYCG080GS13S","General government expenditure by function, recreation, culture and religion, percentage of GDP","2008","2008",,,"0","Units",,,1.33897209478247,,
"AUT","Austria","TLYCG080GS13S","General government expenditure by function, recreation, culture and religion, percentage of GDP","2009","2009",,,"0","Units",,,1.38660403364736,,
"AUT","Austria","TLYCG080GS13S","General government expenditure by function, recreation, culture and religion, percentage of GDP","2010","2010",,,"0","Units",,,1.28718257834898,,
"AUT","Austria","TLYCG080GS13S","General government expenditure by function, recreation, culture and religion, percentage of GDP","2011","2011",,,"0","Units",,,1.26302419131466,,
"AUT","Austria","TLYCG080GS13S","General government expenditure by function, recreation, culture and religion, percentage of GDP","2012","2012",,,"0","Units",,,1.25315923551208,,
"AUT","Austria","TLYCG080GS13S","General government expenditure by function, recreation, culture and religion, percentage of GDP","2013","2013",,,"0","Units",,,1.25327637104358,,
"AUT","Austria","TLYCG080GS13S","General government expenditure by function, recreation, culture and religion, percentage of GDP","2014","2014",,,"0","Units",,,1.21942606136702,,
"AUT","Austria","TLYCG080GS13S","General government expenditure by function, recreation, culture and religion, percentage of GDP","2015","2015",,,"0","Units",,,1.21508971336184,,
"AUT","Austria","TLYCG080GS13S","General government expenditure by function, recreation, culture and religion, percentage of GDP","2016","2016",,,"0","Units",,,1.20353308700212,,
"AUT","Austria","TLYCG080GS13S","General government expenditure by function, recreation, culture and religion, percentage of GDP","2017","2017",,,"0","Units",,,1.1885688146424,,
"AUT","Austria","TLYCG080GS13S","General government expenditure by function, recreation, culture and religion, percentage of GDP","2018","2018",,,"0","Units",,,1.16119409950459,,
"AUT","Austria","TLYCG080GS13S","General government expenditure by function, recreation, culture and religion, percentage of GDP","2019","2019",,,"0","Units",,,1.15826606441169,,
"AUT","Austria","TLYCG080GS13S","General government expenditure by function, recreation, culture and religion, percentage of GDP","2020","2020",,,"0","Units",,,1.18918499585663,,
"AUT","Austria","TLYCG090GS13S","General government expenditure by function, education, percentage of GDP","2000","2000",,,"0","Units",,,5.2051651242041,,
"AUT","Austria","TLYCG090GS13S","General government expenditure by function, education, percentage of GDP","2001","2001",,,"0","Units",,,5.18145147028175,,
"AUT","Austria","TLYCG090GS13S","General government expenditure by function, education, percentage of GDP","2002","2002",,,"0","Units",,,5.17438358275349,,
"AUT","Austria","TLYCG090GS13S","General government expenditure by function, education, percentage of GDP","2003","2003",,,"0","Units",,,5.2537870942972,,
"AUT","Austria","TLYCG090GS13S","General government expenditure by function, education, percentage of GDP","2004","2004",,,"0","Units",,,4.90813509451234,,
"AUT","Austria","TLYCG090GS13S","General government expenditure by function, education, percentage of GDP","2005","2005",,,"0","Units",,,4.80121167357532,,
"AUT","Austria","TLYCG090GS13S","General government expenditure by function, education, percentage of GDP","2006","2006",,,"0","Units",,,4.79762769978618,,
"AUT","Austria","TLYCG090GS13S","General government expenditure by function, education, percentage of GDP","2007","2007",,,"0","Units",,,4.68487749243366,,
"AUT","Austria","TLYCG090GS13S","General government expenditure by function, education, percentage of GDP","2008","2008",,,"0","Units",,,4.84480101589753,,
"AUT","Austria","TLYCG090GS13S","General government expenditure by function, education, percentage of GDP","2009","2009",,,"0","Units",,,5.10661877306114,,
"AUT","Austria","TLYCG090GS13S","General government expenditure by function, education, percentage of GDP","2010","2010",,,"0","Units",,,5.11398169306688,,
"AUT","Austria","TLYCG090GS13S","General government expenditure by function, education, percentage of GDP","2011","2011",,,"0","Units",,,4.98345428635973,,
"AUT","Austria","TLYCG090GS13S","General government expenditure by function, education, percentage of GDP","2012","2012",,,"0","Units",,,4.99961964900759,,
